posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCOOB,1.87,24.94,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
2,BRB - BCO DE BRASILIA S.A.,1.93,25.72,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
3,FINANC ALFA S.A. CFI,1.99,26.6,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
4,GAZINCRED S.A. SCFI,2.03,27.27,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,2.07,27.87,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
6,BCO DO ESTADO DO RS S.A.,2.1,28.31,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
7,CCB BRASIL S.A. - CFI,2.1,28.38,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
8,BCO DO EST. DO PA S.A.,2.1,28.39,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
9,BCO SAFRA S.A.,2.16,29.27,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
10,BCO DO EST. DE SE S.A.,2.17,29.37,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
11,BANCO BRADESCARD,2.18,29.58,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
12,BANCO INTER,2.18,29.58,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
13,CAIXA ECONOMICA FEDERAL,2.2,29.89,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
14,CREDIARE CFI S.A.,2.21,29.96,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
15,FACTA S.A. CFI,2.21,30.06,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
16,BCO ARBI S.A.,2.22,30.08,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
17,BANCO CBSS,2.23,30.31,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
18,BANCO SEMEAR,2.23,30.35,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
19,BCO MERCANTIL DO BRASIL S.A.,2.23,30.36,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
20,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.23,30.36,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
21,PARATI - CFI S.A.,2.25,30.54,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
22,BANCO ITAÚ CONSIGNADO S.A.,2.25,30.55,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
23,BCO DAYCOVAL S.A,2.29,31.15,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
24,BCO BARIGUI INV FIN S/A,2.3,31.33,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
25,BCO INDUSTRIAL DO BRASIL S.A.,2.32,31.7,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
26,BCO AGIBANK S.A.,2.33,31.77,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
27,BANCO PAN,2.33,31.8,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
28,MERCANTIL BRASIL FIN S.A. CFI,2.33,31.86,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
29,BCO DO BRASIL S.A.,2.33,31.88,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
30,BCO BRADESCO S.A.,2.34,31.93,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
31,BCO VOTORANTIM S.A.,2.34,31.94,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
32,BCO CETELEM S.A.,2.36,32.28,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.36,32.34,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
34,BCO DO NORDESTE DO BRASIL S.A.,2.36,32.34,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
35,BCO BRADESCO FINANC. S.A.,2.37,32.41,218,2017-01-30,30/01/2017 a 03/02/2017,Crédito consignado INSS,Pré-fixado
