posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO BMG S.A.,1.82,24.2,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
2,BRB - BCO DE BRASILIA S.A.,1.85,24.59,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
3,BANCOOB,1.89,25.19,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
4,FINANC ALFA S.A. CFI,1.97,26.37,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
5,GAZINCRED S.A. SCFI,2.03,27.23,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
6,BCO SANTANDER (BRASIL) S.A.,2.05,27.56,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
7,BCO DO ESTADO DO RS S.A.,2.05,27.57,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
8,CCB BRASIL S.A. - CFI,2.06,27.78,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
9,BCO DO EST. DE SE S.A.,2.08,27.99,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
10,BCO DO EST. DO PA S.A.,2.11,28.44,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
11,BCO BANESTES S.A.,2.14,28.95,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
12,BCO SAFRA S.A.,2.16,29.18,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
13,BANCO BRADESCARD,2.19,29.65,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
14,CAIXA ECONOMICA FEDERAL,2.2,29.88,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
15,BANCO INTER,2.2,29.88,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
16,CREDIARE CFI S.A.,2.21,29.97,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
17,BCO DAYCOVAL S.A,2.21,29.99,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
18,BANCO SEMEAR,2.22,30.11,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
19,BANCO CBSS,2.23,30.26,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
20,BCO MERCANTIL DO BRASIL S.A.,2.23,30.27,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
21,BANCO ITAÚ CONSIGNADO S.A.,2.24,30.37,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
22,FACTA S.A. CFI,2.25,30.57,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
23,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.25,30.58,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
24,PARATI - CFI S.A.,2.25,30.59,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
25,BCO ARBI S.A.,2.25,30.63,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
26,PARANA BCO S.A.,2.27,30.89,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
27,BCO BARIGUI INV FIN S/A,2.31,31.48,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
28,BCO INDUSTRIAL DO BRASIL S.A.,2.32,31.73,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
29,BCO AGIBANK S.A.,2.33,31.76,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
30,BCO BRADESCO FINANC. S.A.,2.33,31.77,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
31,BCO BRADESCO S.A.,2.33,31.78,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
32,BCO DO BRASIL S.A.,2.33,31.84,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
33,MERCANTIL BRASIL FIN S.A. CFI,2.33,31.86,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
34,BCO VOTORANTIM S.A.,2.33,31.9,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
35,BANCO PAN,2.34,32.04,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
36,ITAÚ UNIBANCO BM S.A.,2.36,32.24,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
37,BCO DO NORDESTE DO BRASIL S.A.,2.36,32.28,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
38,BCO CETELEM S.A.,2.36,32.33,218,2017-01-20,20/01/2017 a 26/01/2017,Crédito consignado INSS,Pré-fixado
