posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,FINANC ALFA S.A. CFI,1.7,22.37,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
2,BANCO INTER,1.72,22.75,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
3,BANCOOB,1.77,23.49,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
4,BRB - BCO DE BRASILIA S.A.,1.79,23.65,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
5,CCB BRASIL S.A. - CFI,1.81,24.06,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
6,BCO DO ESTADO DO RS S.A.,1.82,24.16,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
7,BCO SANTANDER (BRASIL) S.A.,1.86,24.72,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
8,BANCO BRADESCARD,1.93,25.76,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
9,BCO INDUSTRIAL DO BRASIL S.A.,1.94,25.88,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
10,BCO SAFRA S.A.,1.94,25.92,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
11,BCO DO BRASIL S.A.,1.96,26.24,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
12,BCO DAYCOVAL S.A,1.97,26.39,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
13,BCO MERCANTIL DO BRASIL S.A.,1.98,26.46,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
14,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.98,26.49,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
15,CREDIARE CFI S.A.,1.98,26.56,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
16,BANCO ITAÚ CONSIGNADO S.A.,2.0,26.78,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
17,BCO BMG S.A.,2.01,26.93,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
18,GAZINCRED S.A. SCFI,2.02,27.19,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
19,BCO BRADESCO S.A.,2.03,27.21,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
20,BCO BARIGUI INV FIN S/A,2.03,27.24,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
21,PARANA BCO S.A.,2.04,27.35,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
22,BCO CETELEM S.A.,2.04,27.45,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
23,BCO BANESTES S.A.,2.05,27.59,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
24,BANCO PAN,2.06,27.66,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
25,BCO VOTORANTIM S.A.,2.07,27.84,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
26,BCO DO EST. DE SE S.A.,2.08,28.02,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
27,CAIXA ECONOMICA FEDERAL,2.08,28.02,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
28,BANCO CBSS,2.08,28.05,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
29,ITAÚ UNIBANCO BM S.A.,2.09,28.2,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
30,BCO BRADESCO FINANC. S.A.,2.11,28.5,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
31,FACTA S.A. CFI,2.11,28.51,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
32,MERCANTIL BRASIL FIN S.A. CFI,2.11,28.53,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
33,VIA CERTA FINANCIADORA S.A. - CFI,2.11,28.54,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
34,BCO AGIBANK S.A.,2.12,28.57,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
35,BCO DO EST. DO PA S.A.,2.12,28.62,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
36,PARATI - CFI S.A.,2.12,28.63,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
37,BCO DO NORDESTE DO BRASIL S.A.,2.13,28.8,218,2018-01-25,25/01/2018 a 31/01/2018,Crédito consignado INSS,Pré-fixado
