posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.51,19.76,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
2,CAIXA ECONOMICA FEDERAL,1.55,20.26,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.59,20.77,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.65,21.75,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
5,SANTINVEST S.A. - CFI,1.66,21.77,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
6,BCO DO BRASIL S.A.,1.66,21.84,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
7,BCO ARBI S.A.,1.67,21.98,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
8,BCO BRADESCO S.A.,1.69,22.34,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
9,MERCANTIL BRASIL FIN S.A. CFI,1.73,22.86,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
10,KIRTON BANK,1.74,23.04,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
11,BANCOOB,1.75,23.2,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
12,BCO SANTANDER (BRASIL) S.A.,1.75,23.2,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
13,BCO SAFRA S.A.,1.76,23.23,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
14,BCO DO ESTADO DO RS S.A.,1.77,23.49,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
15,PARANA BCO S.A.,1.78,23.52,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
16,BCO BARIGUI INV FIN S/A,1.78,23.53,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
17,BCO MERCANTIL DO BRASIL S.A.,1.78,23.54,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
18,BCO DO EST. DO PA S.A.,1.8,23.85,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
19,BCO CETELEM S.A.,1.88,25.03,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
20,ITAÚ UNIBANCO BM S.A.,1.88,25.05,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
21,BANCO PAN,1.91,25.41,220,2014-02-17,17/02/2014 a 21/02/2014,Crédito pessoal consignado público,Pré-fixado
