posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.5,19.51,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
2,CAIXA ECONOMICA FEDERAL,1.53,19.94,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.57,20.52,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.59,20.89,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
5,BCO SANTANDER (BRASIL) S.A.,1.68,22.1,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
6,BCO BRADESCO S.A.,1.68,22.11,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
7,BCO BANESTES S.A.,1.68,22.17,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
8,MERCANTIL BRASIL FIN S.A. CFI,1.69,22.22,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
9,BCO ARBI S.A.,1.69,22.33,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
10,KIRTON BANK,1.7,22.48,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
11,SANTINVEST S.A. - CFI,1.71,22.57,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
12,BCO SAFRA S.A.,1.72,22.68,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
13,BCO DO BRASIL S.A.,1.74,23.02,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
14,BANCOOB,1.75,23.1,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.75,23.18,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
16,BANCO INTER,1.81,24.01,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
17,BCO BARIGUI INV FIN S/A,1.83,24.29,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
18,PARANA BCO S.A.,1.85,24.56,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
19,BCO DO EST. DO PA S.A.,1.98,26.5,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
20,BCO DO ESTADO DO RS S.A.,1.98,26.51,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
21,BCO BRADESCO FINANC. S.A.,2.01,26.92,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
22,BRB - BCO DE BRASILIA S.A.,2.01,26.99,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
23,BANCO PAN,2.02,27.08,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
24,BCO CCB BRASIL S.A.,2.02,27.18,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
25,ITAÚ UNIBANCO BM S.A.,2.07,27.86,220,2014-07-22,22/07/2014 a 28/07/2014,Crédito pessoal consignado público,Pré-fixado
