posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.33,17.12,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.44,18.74,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
3,BCO ALFA S.A.,1.49,19.44,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO BANESTES S.A.,1.52,19.86,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
5,BRB - CFI S/A,1.58,20.69,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.59,20.89,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.7,22.47,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.75,23.13,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.75,23.18,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO BARIGUI INV FIN S/A,1.76,23.27,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
11,LECCA CFI S.A.,1.78,23.51,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO EST. DO PA S.A.,1.79,23.67,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO DO BRASIL S.A.,1.85,24.54,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
14,KIRTON BANK,1.86,24.71,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.92,25.64,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
16,SANTINVEST S.A. - CFI,1.93,25.71,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO CETELEM S.A.,1.93,25.76,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
18,ITAÚ UNIBANCO BM S.A.,1.93,25.83,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
19,PARANA BCO S.A.,1.95,26.04,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
20,BCO CRUZEIRO DO SUL S.A.,1.95,26.12,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
21,BANCOOB,1.96,26.19,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
22,BIORC FINANCEIRA - CFI S.A.,2.03,27.28,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
23,BCO BRADESCO S.A.,2.03,27.32,220,2012-06-06,06/06/2012 a 13/06/2012,Crédito pessoal consignado público,Pré-fixado
