posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO NORDESTE DO BRASIL S.A.,0.07,0.84,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.47,19.1,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.59,20.79,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
4,BCO SANTANDER (BRASIL) S.A.,1.66,21.88,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
5,BCO SAFRA S.A.,1.77,23.44,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
6,BCO BRADESCO S.A.,1.78,23.51,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
7,BCO BRADESCO FINANC. S.A.,1.79,23.7,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
8,BCO DO ESTADO DO RS S.A.,1.8,23.8,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
9,BANCOOB,1.81,24.04,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
10,BANCO ITAÚ CONSIGNADO S.A.,1.82,24.12,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.82,24.16,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
12,BRB - BCO DE BRASILIA S.A.,1.83,24.35,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
13,BCO DO BRASIL S.A.,1.85,24.66,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
14,BCO BANESTES S.A.,1.86,24.74,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
15,BANCO INTER,1.88,25.08,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
16,PARANA BCO S.A.,1.92,25.57,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
17,BRB - CFI S/A,1.92,25.64,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
18,BCO ARBI S.A.,1.94,25.88,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
19,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.94,25.9,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
20,BANCO PAN,1.94,25.96,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
21,CAIXA ECONOMICA FEDERAL,1.94,25.96,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
22,BCO CETELEM S.A.,1.96,26.24,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
23,BCO MERCANTIL DO BRASIL S.A.,2.0,26.85,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
24,BCO VOTORANTIM S.A.,2.01,27.02,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
25,BCO BMG S.A.,2.02,27.18,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
26,BCO CCB BRASIL S.A.,2.05,27.57,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
27,BCO DAYCOVAL S.A,2.07,27.83,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
28,SANTINVEST S.A. - CFI,2.13,28.77,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
29,SENFF S.A. - CFI,2.14,28.86,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
30,BCO DO EST. DE SE S.A.,2.22,30.07,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
31,BCO DO EST. DO PA S.A.,2.3,31.41,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
32,BCO INDUSTRIAL DO BRASIL S.A.,2.4,32.87,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.58,35.82,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
34,BCO LUSO BRASILEIRO S.A.,2.66,36.98,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
35,SOCINAL S.A. CFI,3.54,51.81,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
36,FACTA S.A. CFI,5.24,84.58,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
37,PORTOCRED S.A. - CFI,5.45,89.02,220,2017-11-09,09/11/2017 a 16/11/2017,Crédito pessoal consignado público,Pré-fixado
