posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCOOB,1.69,22.26,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.69,22.29,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.79,23.74,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.8,23.88,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
5,BCO SAFRA S.A.,1.86,24.72,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.88,25.02,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
7,BCO SANTANDER (BRASIL) S.A.,1.89,25.13,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
8,BCO BANESTES S.A.,1.9,25.35,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
9,BCO BRADESCO S.A.,1.94,25.88,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
10,BCO ARBI S.A.,1.94,25.96,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
11,KIRTON BANK,1.97,26.36,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
12,BCO BARIGUI INV FIN S/A,1.98,26.54,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
13,PARANA BCO S.A.,2.01,26.92,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
14,BRB - BCO DE BRASILIA S.A.,2.01,26.99,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
15,BCO DO BRASIL S.A.,2.01,27.04,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
16,BCO VOTORANTIM S.A.,2.05,27.56,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
17,BANCO INTER,2.08,28.07,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
18,BCO BS2 S.A.,2.1,28.39,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
19,BCO DO ESTADO DO RS S.A.,2.12,28.56,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
20,BANCO PAN,2.13,28.79,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
21,BCO CCB BRASIL S.A.,2.14,28.98,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
22,BANCO ITAÚ CONSIGNADO S.A.,2.2,29.83,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
23,BCO BRADESCO FINANC. S.A.,2.21,30.05,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
24,BCO CETELEM S.A.,2.26,30.68,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
25,SANTINVEST S.A. - CFI,2.26,30.71,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
26,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.26,30.81,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
27,BCO DO EST. DE SE S.A.,2.28,31.12,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
28,BCO MERCANTIL DO BRASIL S.A.,2.29,31.17,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
29,BCO DO EST. DO PA S.A.,2.39,32.76,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
30,BCO DAYCOVAL S.A,2.4,32.93,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
31,BCO INDUSTRIAL DO BRASIL S.A.,2.49,34.31,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
32,BCO LUSO BRASILEIRO S.A.,2.63,36.52,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.64,36.63,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
34,CCB BRASIL S.A. - CFI,2.72,38.01,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
35,BCO BMG S.A.,3.0,42.64,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
36,PORTOCRED S.A. - CFI,5.6,92.39,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
37,FACTA S.A. CFI,7.01,125.47,220,2016-09-09,09/09/2016 a 15/09/2016,Crédito pessoal consignado público,Pré-fixado
