posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.47,19.12,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
2,SENFF S.A. - CFI,1.51,19.7,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
3,CAIXA ECONOMICA FEDERAL,1.54,20.19,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
4,FINANC ALFA S.A. CFI,1.55,20.33,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
5,BRB - CFI S/A,1.66,21.88,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
6,KIRTON BANK,1.68,22.09,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
7,SANTINVEST S.A. - CFI,1.68,22.1,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
8,BCO BANESTES S.A.,1.69,22.22,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
9,BCO BRADESCO S.A.,1.71,22.62,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
10,BCO DO BRASIL S.A.,1.72,22.66,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
11,BCO SANTANDER (BRASIL) S.A.,1.73,22.87,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
12,MERCANTIL BRASIL FIN S.A. CFI,1.74,23.04,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
13,BCO BARIGUI INV FIN S/A,1.79,23.72,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
14,BANCOOB,1.82,24.1,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.82,24.17,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
16,BCO SAFRA S.A.,1.84,24.48,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
17,BCO ARBI S.A.,1.85,24.59,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
18,BRB - BCO DE BRASILIA S.A.,1.85,24.62,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
19,PARANA BCO S.A.,1.86,24.81,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
20,BCO DO EST. DE SE S.A.,1.95,26.0,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
21,BANCO INTER,1.95,26.09,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
22,BANCO PAN,2.03,27.23,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
23,ITAÚ UNIBANCO BM S.A.,2.03,27.28,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
24,BCO BRADESCO FINANC. S.A.,2.04,27.46,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
25,BCO VOTORANTIM S.A.,2.06,27.79,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
26,BCO DO ESTADO DO RS S.A.,2.07,27.87,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
27,BCO DAYCOVAL S.A,2.07,27.91,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
28,BCO BMG S.A.,2.13,28.79,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
29,BV FINANCEIRA S.A. CFI,2.16,29.3,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
30,BCO CCB BRASIL S.A.,2.17,29.34,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
31,BANCO ITAÚ CONSIGNADO S.A.,2.2,29.82,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
32,BCO DO EST. DO PA S.A.,2.21,30.05,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
33,BIORC FINANCEIRA - CFI S.A.,2.23,30.25,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
34,BCO CETELEM S.A.,2.3,31.35,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
35,BCO BS2 S.A.,2.31,31.49,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
36,BCO INDUSTRIAL DO BRASIL S.A.,2.37,32.39,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
37,BCO AGIBANK S.A.,2.37,32.47,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
38,BCO LUSO BRASILEIRO S.A.,2.48,34.2,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
39,ESTRELA MINEIRA,2.6,36.13,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
40,CCB BRASIL S.A. - CFI,2.69,37.46,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
41,SOCINAL S.A. CFI,3.58,52.45,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
42,FACTA S.A. CFI,5.96,100.4,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
43,PORTOCRED S.A. - CFI,5.99,101.0,220,2014-09-17,17/09/2014 a 23/09/2014,Crédito pessoal consignado público,Pré-fixado
