posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ARBI S.A.,1.84,24.43,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
2,BANCOOB,1.87,24.95,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
3,BRB - BCO DE BRASILIA S.A.,1.9,25.4,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
4,GAZINCRED S.A. SCFI,2.03,27.33,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
5,BCO DO EST. DO PA S.A.,2.1,28.32,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
6,BCO DO EST. DE SE S.A.,2.11,28.4,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
7,BCO SAFRA S.A.,2.12,28.6,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
8,CCB BRASIL S.A. - CFI,2.12,28.61,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
9,BANCO ITAÚ CONSIGNADO S.A.,2.13,28.78,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
10,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.13,28.8,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
11,BCO DO ESTADO DO RS S.A.,2.13,28.81,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
12,BCO DAYCOVAL S.A,2.15,29.07,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
13,BCO BANESTES S.A.,2.15,29.11,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
14,CAIXA ECONOMICA FEDERAL,2.2,29.8,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
15,CREDIARE CFI S.A.,2.2,29.85,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
16,BCO SANTANDER (BRASIL) S.A.,2.2,29.88,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
17,FINANC ALFA S.A. CFI,2.2,29.9,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
18,BANCO BRADESCARD,2.21,29.94,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
19,BANCO SEMEAR,2.22,30.15,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
20,BCO MERCANTIL DO BRASIL S.A.,2.23,30.29,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
21,BCO BARIGUI INV FIN S/A,2.23,30.31,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
22,PARANA BCO S.A.,2.24,30.48,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
23,BANCO CBSS,2.25,30.59,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
24,PARATI - CFI S.A.,2.25,30.59,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
25,BCO BRADESCO S.A.,2.28,31.13,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
26,BCO VOTORANTIM S.A.,2.29,31.15,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
27,BANCO PAN,2.3,31.42,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
28,BCO CETELEM S.A.,2.31,31.58,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
29,BCO INDUSTRIAL DO BRASIL S.A.,2.32,31.69,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
30,BCO BRADESCO FINANC. S.A.,2.33,31.77,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
31,MERCANTIL BRASIL FIN S.A. CFI,2.33,31.81,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
32,BCO DO BRASIL S.A.,2.33,31.9,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.36,32.32,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
34,BCO DO NORDESTE DO BRASIL S.A.,2.37,32.41,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
35,AGIBANK FINANCEIRA,2.38,32.58,218,2016-10-18,18/10/2016 a 24/10/2016,Crédito consignado INSS,Pré-fixado
