posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.43,18.56,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.54,20.06,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
3,BCO A.J. RENNER S.A.,1.59,20.79,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
4,BRB - CFI S/A,1.65,21.67,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
5,BCO BRADESCO S.A.,1.69,22.23,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
6,BCO SANTANDER (BRASIL) S.A.,1.7,22.37,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
7,BANCO INTER,1.71,22.59,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
8,BCO DO ESTADO DO RS S.A.,1.73,22.92,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
9,CCB BRASIL S.A. - CFI,1.74,23.02,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO FINANC. S.A.,1.76,23.35,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
11,BCO SAFRA S.A.,1.78,23.63,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
12,BCO BARIGUI INV FIN S/A,1.79,23.78,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
13,BANCO ITAÚ CONSIGNADO S.A.,1.8,23.92,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
14,BCO DO BRASIL S.A.,1.81,24.03,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
15,BCO BANESTES S.A.,1.82,24.23,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
16,BANCOOB,1.83,24.32,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
17,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.85,24.6,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
18,BCO DO NORDESTE DO BRASIL S.A.,1.85,24.65,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
19,BCO CCB BRASIL S.A.,1.86,24.73,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
20,CAIXA ECONOMICA FEDERAL,1.87,24.93,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
21,BANCO PAN,1.89,25.25,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
22,BCO CETELEM S.A.,1.91,25.54,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
23,PARANA BCO S.A.,1.96,26.17,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
24,BRB - BCO DE BRASILIA S.A.,1.99,26.69,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
25,BCO ARBI S.A.,2.0,26.89,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
26,BCO DAYCOVAL S.A,2.02,27.11,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
27,BCO VOTORANTIM S.A.,2.03,27.22,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
28,BCO MERCANTIL DO BRASIL S.A.,2.06,27.74,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
29,SANTINVEST S.A. - CFI,2.09,28.16,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
30,PARATI - CFI S.A.,2.24,30.45,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
31,BCO DO EST. DE SE S.A.,2.26,30.7,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
32,BCO DO EST. DO PA S.A.,2.32,31.6,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.37,32.44,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
34,BCO INDUSTRIAL DO BRASIL S.A.,2.38,32.66,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
35,SENFF S.A. - CFI,2.41,33.05,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
36,BCO LUSO BRASILEIRO S.A.,2.69,37.46,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
37,SOCINAL S.A. CFI,3.53,51.72,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
38,FACTA S.A. CFI,4.96,78.74,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
39,PORTOCRED S.A. - CFI,5.31,86.06,220,2018-03-19,19/03/2018 a 23/03/2018,Crédito pessoal consignado público,Pré-fixado
