posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.34,17.38,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
2,BRB - CFI S/A,1.37,17.72,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
3,BCO ALFA S.A.,1.46,19.0,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
4,FINANC ALFA S.A. CFI,1.47,19.07,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.54,20.11,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.55,20.21,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
7,LECCA CFI S.A.,1.59,20.89,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SAFRA S.A.,1.65,21.65,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
9,SANTINVEST S.A. - CFI,1.71,22.51,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO SANTANDER (BRASIL) S.A.,1.71,22.62,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO DO BRASIL S.A.,1.73,22.8,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
12,BRB - BCO DE BRASILIA S.A.,1.74,22.93,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO DO EST. DO PA S.A.,1.79,23.69,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
14,BCO BARIGUI INV FIN S/A,1.79,23.72,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,1.8,23.94,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
16,PARANA BCO S.A.,1.82,24.23,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO FIBRA S.A.,1.82,24.23,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
18,BANCOOB,1.86,24.72,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
19,ITAÚ UNIBANCO BM S.A.,1.88,25.0,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
20,BCO CETELEM S.A.,1.88,25.07,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
21,KIRTON BANK,1.91,25.46,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
22,BIORC FINANCEIRA - CFI S.A.,1.92,25.7,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
23,BCO INDUSTRIAL DO BRASIL S.A.,2.02,27.11,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
24,BCO BRADESCO S.A.,2.03,27.28,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
25,BANCO INTER,2.04,27.35,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
26,BCO LUSO BRASILEIRO S.A.,2.05,27.54,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
27,BCO VOTORANTIM S.A.,2.06,27.71,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
28,BANCO ORIGINAL,2.07,27.9,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
29,BANCO CIFRA,2.08,27.95,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
30,BCO BRADESCO FINANC. S.A.,2.09,28.17,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
31,BCO ARBI S.A.,2.1,28.37,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
32,BCO BMG S.A.,2.14,28.95,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
33,BCO CCB BRASIL S.A.,2.16,29.19,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
34,BCO DO EST. DE SE S.A.,2.21,30.06,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
35,BCO DAYCOVAL S.A,2.23,30.33,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
36,BV FINANCEIRA S.A. CFI,2.31,31.49,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
37,BCV,2.32,31.72,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
38,BCO BS2 S.A.,2.38,32.58,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
39,CCB BRASIL S.A. - CFI,2.4,32.9,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
40,BCO FICSA S.A.,2.5,34.48,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
41,SOCINAL S.A. CFI,3.99,59.96,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
42,PORTOCRED S.A. - CFI,7.05,126.56,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
43,FACTA S.A. CFI,7.54,139.14,220,2012-09-12,12/09/2012 a 18/09/2012,Crédito pessoal consignado público,Pré-fixado
