posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,FINANC ALFA S.A. CFI,1.73,22.84,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
2,BRB - BCO DE BRASILIA S.A.,1.73,22.84,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
3,BCO DO ESTADO DO RS S.A.,1.83,24.25,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
4,BANCO INTER,1.86,24.78,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
5,BANCOOB,1.88,25.1,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
6,BCO ARBI S.A.,1.89,25.23,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
7,BCO INDUSTRIAL DO BRASIL S.A.,1.95,26.02,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.95,26.02,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
9,BANCO BRADESCARD,1.95,26.09,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
10,BCO SAFRA S.A.,1.96,26.18,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
11,BANCO ITAÚ CONSIGNADO S.A.,1.99,26.62,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
12,CCB BRASIL S.A. - CFI,2.01,26.93,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
13,BCO DO BRASIL S.A.,2.01,26.96,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
14,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.02,27.13,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
15,GAZINCRED S.A. SCFI,2.03,27.24,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
16,BCO CETELEM S.A.,2.04,27.35,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
17,BCO MERCANTIL DO BRASIL S.A.,2.04,27.36,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
18,CREDIARE CFI S.A.,2.04,27.44,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
19,BCO BMG S.A.,2.04,27.47,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
20,BCO DAYCOVAL S.A,2.05,27.57,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
21,BCO BANESTES S.A.,2.05,27.62,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
22,MERCANTIL BRASIL FIN S.A. CFI,2.06,27.68,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
23,BCO BRADESCO S.A.,2.06,27.71,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
24,PARANA BCO S.A.,2.07,27.87,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
25,BCO DO EST. DE SE S.A.,2.07,27.88,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
26,CAIXA ECONOMICA FEDERAL,2.08,28.0,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
27,BCO DO EST. DO PA S.A.,2.09,28.24,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
28,ITAÚ UNIBANCO BM S.A.,2.1,28.38,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
29,BCO BRADESCO FINANC. S.A.,2.11,28.42,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
30,BANCO PAN,2.11,28.47,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
31,VIA CERTA FINANCIADORA S.A. - CFI,2.11,28.53,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
32,BCO BARIGUI INV FIN S/A,2.11,28.54,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
33,FACTA S.A. CFI,2.12,28.56,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
34,BCO AGIBANK S.A.,2.12,28.61,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
35,PARATI - CFI S.A.,2.12,28.63,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
36,BCO VOTORANTIM S.A.,2.15,29.01,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
37,BANCO CBSS,2.15,29.04,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
38,BCO DO NORDESTE DO BRASIL S.A.,2.36,32.25,218,2017-10-23,23/10/2017 a 27/10/2017,Crédito consignado INSS,Pré-fixado
