posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO BMG S.A.,1.28,16.48,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
2,BRB - BCO DE BRASILIA S.A.,1.78,23.61,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
3,BANCOOB,1.87,24.95,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
4,GAZINCRED S.A. SCFI,2.03,27.33,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
5,BCO SAFRA S.A.,2.13,28.75,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
6,BCO DO ESTADO DO RS S.A.,2.14,28.99,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
7,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.16,29.29,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
8,BCO BANESTES S.A.,2.17,29.36,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
9,BCO DAYCOVAL S.A,2.18,29.53,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
10,KIRTON BANK,2.19,29.76,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
11,BANCO SEMEAR,2.2,29.77,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
12,CREDIARE CFI S.A.,2.2,29.82,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
13,CCB BRASIL S.A. - CFI,2.21,29.99,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
14,CAIXA ECONOMICA FEDERAL,2.22,30.13,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
15,BCO MERCANTIL DO BRASIL S.A.,2.22,30.18,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
16,PARANA BCO S.A.,2.22,30.18,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
17,BANCO BRADESCARD,2.24,30.44,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
18,PARATI - CFI S.A.,2.25,30.62,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
19,BANCO ITAÚ CONSIGNADO S.A.,2.25,30.63,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
20,BANCO INTER,2.27,30.92,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
21,BANCO PAN,2.29,31.26,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
22,BCO VOTORANTIM S.A.,2.3,31.33,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
23,BCO SANTANDER (BRASIL) S.A.,2.3,31.33,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
24,BCO DO NORDESTE DO BRASIL S.A.,2.3,31.36,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
25,BCO CETELEM S.A.,2.32,31.69,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
26,BCO INDUSTRIAL DO BRASIL S.A.,2.32,31.7,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
27,MERCANTIL BRASIL FIN S.A. CFI,2.33,31.8,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
28,BCO BARIGUI INV FIN S/A,2.33,31.88,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
29,BCO DO BRASIL S.A.,2.34,31.92,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
30,BCO BRADESCO S.A.,2.34,31.96,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
31,BCO BRADESCO FINANC. S.A.,2.35,32.12,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
32,ITAÚ UNIBANCO BM S.A.,2.36,32.36,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
33,FACTA S.A. CFI,2.37,32.52,218,2016-04-29,29/04/2016 a 05/05/2016,Crédito consignado INSS,Pré-fixado
