posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCOOB,1.73,22.84,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
2,CAIXA ECONOMICA FEDERAL,1.77,23.39,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
3,BCO SAFRA S.A.,1.9,25.3,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
4,CREDIARE CFI S.A.,1.9,25.31,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
5,BRB - BCO DE BRASILIA S.A.,1.93,25.85,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
6,BANCO BRADESCARD,1.97,26.39,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
7,BCO DO BRASIL S.A.,1.98,26.46,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
8,BANCO INTER,1.99,26.68,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
9,BCO DO ESTADO DO RS S.A.,2.01,27.01,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
10,GAZINCRED S.A. SCFI,2.02,27.13,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
11,PARANA BCO S.A.,2.03,27.23,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
12,BCO CETELEM S.A.,2.05,27.53,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
13,BCO DAYCOVAL S.A,2.05,27.55,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
14,CCB BRASIL S.A. - CFI,2.05,27.63,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
15,KIRTON BANK,2.05,27.64,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
16,BCO VOTORANTIM S.A.,2.06,27.68,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
17,BCO BARIGUI INV FIN S/A,2.07,27.82,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
18,BCV,2.08,28.07,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
19,BCO MERCANTIL DO BRASIL S.A.,2.09,28.2,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
20,BANCO CIFRA,2.09,28.22,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
21,BCO BMG S.A.,2.1,28.3,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
22,BANCO ITAÚ CONSIGNADO S.A.,2.11,28.41,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
23,BCO DO NORDESTE DO BRASIL S.A.,2.11,28.49,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
24,BCO CACIQUE S.A.,2.11,28.51,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
25,BANCO PAN,2.11,28.53,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
26,ITAÚ UNIBANCO BM S.A.,2.12,28.56,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
27,BCO BRADESCO S.A.,2.12,28.57,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
28,BCO INDUSTRIAL DO BRASIL S.A.,2.12,28.64,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
29,BCO SANTANDER (BRASIL) S.A.,2.13,28.78,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
30,BCO BS2 S.A.,2.13,28.8,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
31,MERCANTIL BRASIL FIN S.A. CFI,2.14,28.97,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
32,PARATI - CFI S.A.,2.16,29.27,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
33,BCO BRADESCO FINANC. S.A.,2.17,29.35,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
34,BCO AGIBANK S.A.,2.25,30.6,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
35,BANCO SEMEAR,2.28,30.99,218,2014-04-11,11/04/2014 a 17/04/2014,Crédito consignado INSS,Pré-fixado
