posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.32,16.99,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.54,20.17,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
3,BRB - CFI S/A,1.57,20.49,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO ALFA S.A.,1.58,20.69,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.67,21.96,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
6,LECCA CFI S.A.,1.77,23.43,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
7,CAIXA ECONOMICA FEDERAL,1.78,23.52,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.8,23.88,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
9,BCO DO EST. DO PA S.A.,1.81,24.03,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
10,BCO BARIGUI INV FIN S/A,1.83,24.37,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO SAFRA S.A.,1.87,24.83,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
12,BRB - BCO DE BRASILIA S.A.,1.9,25.34,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
13,BCO MERCANTIL DO BRASIL S.A.,1.92,25.61,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
14,SANTINVEST S.A. - CFI,1.97,26.37,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
15,BIORC FINANCEIRA - CFI S.A.,1.97,26.45,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
16,ITAÚ UNIBANCO BM S.A.,1.98,26.55,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO CETELEM S.A.,1.99,26.66,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
18,BANCO ORIGINAL,1.99,26.74,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
19,BANCOOB,2.01,26.95,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
20,BCO DO BRASIL S.A.,2.01,26.97,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
21,BCO CRUZEIRO DO SUL S.A.,2.03,27.2,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
22,PARANA BCO S.A.,2.04,27.47,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
23,KIRTON BANK,2.09,28.15,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
24,BCO ARBI S.A.,2.09,28.17,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
25,BCO FIBRA S.A.,2.1,28.36,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
26,BV FINANCEIRA S.A. CFI,2.21,29.93,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
27,BANCO INTER,2.21,30.05,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
28,BCO DAYCOVAL S.A,2.22,30.17,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
29,BCO LUSO BRASILEIRO S.A.,2.26,30.72,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
30,BCO CCB BRASIL S.A.,2.31,31.48,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
31,BCO BRADESCO S.A.,2.32,31.71,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
32,BCO INDUSTRIAL DO BRASIL S.A.,2.33,31.88,220,2012-01-27,27/01/2012 a 02/02/2012,Crédito pessoal consignado público,Pré-fixado
