posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO NORDESTE DO BRASIL S.A.,0.06,0.71,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.5,19.53,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.6,21.0,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
4,BCO SANTANDER (BRASIL) S.A.,1.66,21.9,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
5,BCO DO ESTADO DO RS S.A.,1.81,23.95,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
6,BCO BRADESCO S.A.,1.83,24.36,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
7,BCO BARIGUI INV FIN S/A,1.84,24.43,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
8,BCO BRADESCO FINANC. S.A.,1.86,24.71,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
9,BANCOOB,1.87,24.92,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
10,BCO DO BRASIL S.A.,1.89,25.16,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
11,BRB - CFI S/A,1.89,25.26,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
12,BANCO ITAÚ CONSIGNADO S.A.,1.9,25.36,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
13,BCO SAFRA S.A.,1.9,25.37,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
14,BCO BANESTES S.A.,1.91,25.44,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
15,BCO CCB BRASIL S.A.,1.91,25.49,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
16,BANCO INTER,1.93,25.77,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
17,CAIXA ECONOMICA FEDERAL,1.93,25.78,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
18,BANCO PAN,1.93,25.8,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
19,PARANA BCO S.A.,1.95,26.04,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
20,BCO CETELEM S.A.,1.95,26.14,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
21,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.0,26.84,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
22,BCO MERCANTIL DO BRASIL S.A.,2.0,26.88,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
23,BCO ARBI S.A.,2.01,27.02,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
24,BRB - BCO DE BRASILIA S.A.,2.04,27.39,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
25,BCO VOTORANTIM S.A.,2.12,28.63,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
26,BCO DAYCOVAL S.A,2.13,28.85,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
27,SANTINVEST S.A. - CFI,2.14,28.95,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
28,BCO BMG S.A.,2.17,29.37,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
29,BCO DO EST. DE SE S.A.,2.22,30.07,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
30,BCO INDUSTRIAL DO BRASIL S.A.,2.25,30.67,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
31,BCO DO EST. DO PA S.A.,2.27,30.97,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
32,CCB BRASIL S.A. - CFI,2.42,33.2,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
33,ITAÚ UNIBANCO BM S.A.,2.65,36.82,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
34,SOCINAL S.A. CFI,3.56,52.16,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
35,FACTA S.A. CFI,4.94,78.41,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
36,PORTOCRED S.A. - CFI,5.42,88.29,220,2017-09-20,20/09/2017 a 26/09/2017,Crédito pessoal consignado público,Pré-fixado
