posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.31,16.9,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
2,BRB - CFI S/A,1.42,18.46,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.45,18.8,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO ALFA S.A.,1.48,19.31,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.54,20.18,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.6,20.94,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.72,22.78,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
8,BANCOOB,1.72,22.78,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
9,BCO SANTANDER (BRASIL) S.A.,1.74,23.02,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
10,BRB - BCO DE BRASILIA S.A.,1.76,23.28,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.79,23.66,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO EST. DO PA S.A.,1.79,23.73,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
13,SANTINVEST S.A. - CFI,1.84,24.43,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
14,BCO CRUZEIRO DO SUL S.A.,1.85,24.65,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
15,KIRTON BANK,1.87,24.84,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
16,BCO DO BRASIL S.A.,1.87,24.9,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
17,BCO CETELEM S.A.,1.91,25.51,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
18,BANCO ORIGINAL,1.91,25.55,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
19,PARANA BCO S.A.,1.93,25.73,220,2012-07-05,05/07/2012 a 11/07/2012,Crédito pessoal consignado público,Pré-fixado
