posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCOOB,1.77,23.38,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
2,BRB - BCO DE BRASILIA S.A.,1.85,24.55,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
3,BANCO CIFRA,1.91,25.52,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
4,BCO BANESTES S.A.,1.95,26.03,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
5,BCO BRADESCO S.A.,1.98,26.54,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
6,KIRTON BANK,1.99,26.68,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
7,CCB BRASIL S.A. - CFI,2.0,26.8,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
8,BCO DO ESTADO DO RS S.A.,2.0,26.88,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
9,BCO DAYCOVAL S.A,2.01,27.01,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
10,CREDIARE CFI S.A.,2.01,27.04,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
11,BANCO BRADESCARD,2.02,27.05,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
12,FINANC ALFA S.A. CFI,2.02,27.13,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
13,GAZINCRED S.A. SCFI,2.03,27.21,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
14,CAIXA ECONOMICA FEDERAL,2.03,27.23,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
15,BCO SAFRA S.A.,2.04,27.39,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
16,BANCO INTER,2.04,27.41,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
17,BCO BMG S.A.,2.05,27.53,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
18,BANCO PAN,2.06,27.78,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
19,BCO CACIQUE S.A.,2.07,27.86,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
20,BCO BARIGUI INV FIN S/A,2.09,28.18,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
21,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.11,28.4,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
22,BANCO SEMEAR,2.12,28.56,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
23,BCO VOTORANTIM S.A.,2.12,28.56,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
24,BCO DO NORDESTE DO BRASIL S.A.,2.13,28.72,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
25,BCO DO BRASIL S.A.,2.13,28.78,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
26,LECCA CFI S.A.,2.13,28.81,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
27,ITAÚ UNIBANCO BM S.A.,2.13,28.82,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
28,BANCO ITAÚ CONSIGNADO S.A.,2.13,28.85,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
29,BCO SANTANDER (BRASIL) S.A.,2.14,28.94,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
30,BCO INDUSTRIAL DO BRASIL S.A.,2.15,29.09,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
31,BCO CETELEM S.A.,2.15,29.13,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
32,BCO BRADESCO FINANC. S.A.,2.15,29.15,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
33,BCO MERCANTIL DO BRASIL S.A.,2.16,29.18,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
34,BCO BS2 S.A.,2.16,29.25,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
35,MERCANTIL BRASIL FIN S.A. CFI,2.17,29.39,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
36,PARATI - CFI S.A.,2.19,29.67,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
37,FACTA S.A. CFI,2.2,29.87,218,2015-07-01,01/07/2015 a 07/07/2015,Crédito consignado INSS,Pré-fixado
