posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO BANESTES S.A.,1.68,22.08,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
2,BCO DO BRASIL S.A.,1.69,22.3,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
3,CAIXA ECONOMICA FEDERAL,1.69,22.31,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
4,BCO DO ESTADO DO RS S.A.,1.75,23.17,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
5,BCO SAFRA S.A.,1.82,24.1,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
6,BCO FIBRA S.A.,1.82,24.14,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
7,BANCOOB,1.85,24.67,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
8,BCO ARBI S.A.,1.91,25.49,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
9,BCO CETELEM S.A.,1.92,25.63,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
10,CREDIARE CFI S.A.,1.96,26.17,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
11,PARANA BCO S.A.,1.98,26.55,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
12,CCB BRASIL S.A. - CFI,1.98,26.57,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
13,BCO BARIGUI INV FIN S/A,2.01,26.99,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
14,LECCA CFI S.A.,2.01,27.03,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
15,BANCO BRADESCARD,2.02,27.05,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
16,GAZINCRED S.A. SCFI,2.02,27.07,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
17,BCO FICSA S.A.,2.02,27.19,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
18,BCO CITIBANK S.A.,2.03,27.26,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
19,KIRTON BANK,2.06,27.69,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
20,BANCO INTER,2.07,27.8,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
21,BCO VOTORANTIM S.A.,2.09,28.1,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
22,BCO BRADESCO FINANC. S.A.,2.09,28.24,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
23,BCO BS2 S.A.,2.11,28.45,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
24,BANCO CIFRA,2.12,28.58,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
25,BANCO ORIGINAL,2.12,28.61,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
26,BCO SANTANDER (BRASIL) S.A.,2.12,28.64,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
27,BCO CACIQUE S.A.,2.13,28.72,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
28,BCO BMG S.A.,2.13,28.75,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
29,BCO MERCANTIL DO BRASIL S.A.,2.13,28.76,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
30,BCO DAYCOVAL S.A,2.14,28.91,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
31,MERCANTIL BRASIL FIN S.A. CFI,2.16,29.2,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
32,ITAÚ UNIBANCO BM S.A.,2.17,29.37,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
33,BCO AGIBANK S.A.,2.21,29.95,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
34,BCO BRADESCO S.A.,2.22,30.15,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
35,PARATI - CFI S.A.,2.22,30.19,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
36,BCV,2.26,30.75,218,2012-09-21,21/09/2012 a 27/09/2012,Crédito consignado INSS,Pré-fixado
