posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.61,21.12,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
2,BCO BANESTES S.A.,1.67,22.01,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
3,BCO DO NORDESTE DO BRASIL S.A.,1.7,22.36,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
4,CAIXA ECONOMICA FEDERAL,1.7,22.44,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
5,BANCOOB,1.74,22.97,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
6,BCO DO BRASIL S.A.,1.75,23.17,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
7,BCO FIBRA S.A.,1.77,23.5,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
8,BRB - BCO DE BRASILIA S.A.,1.77,23.5,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
9,BCO SAFRA S.A.,1.78,23.55,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
10,LECCA CFI S.A.,1.87,24.95,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
11,BCO CETELEM S.A.,1.91,25.45,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
12,CREDIARE CFI S.A.,1.92,25.61,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
13,BCO BARIGUI INV FIN S/A,1.93,25.75,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
14,CCB BRASIL S.A. - CFI,1.93,25.85,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
15,BCO ARBI S.A.,1.93,25.85,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
16,BANCO BRADESCARD,1.97,26.36,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
17,BCO CITIBANK S.A.,2.0,26.8,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
18,BANCO CIFRA,2.0,26.86,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
19,PARANA BCO S.A.,2.01,26.91,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
20,GAZINCRED S.A. SCFI,2.02,27.11,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
21,BANCO INTER,2.04,27.45,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
22,BCO BRADESCO S.A.,2.04,27.47,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
23,BCO VOTORANTIM S.A.,2.05,27.56,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
24,KIRTON BANK,2.06,27.67,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
25,BCO MERCANTIL DO BRASIL S.A.,2.07,27.85,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
26,BCO DAYCOVAL S.A,2.07,27.94,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
27,BCO BRADESCO FINANC. S.A.,2.08,28.02,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
28,BCO BS2 S.A.,2.11,28.49,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
29,ITAÚ UNIBANCO BM S.A.,2.12,28.59,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
30,BCO CACIQUE S.A.,2.12,28.6,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
31,BANCO ITAÚ CONSIGNADO S.A.,2.12,28.64,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
32,BCO BMG S.A.,2.14,28.9,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
33,BCO SANTANDER (BRASIL) S.A.,2.14,28.97,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
34,MERCANTIL BRASIL FIN S.A. CFI,2.16,29.22,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
35,BCO INDUSTRIAL DO BRASIL S.A.,2.21,29.98,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
36,PARATI - CFI S.A.,2.24,30.45,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
37,BCO AGIBANK S.A.,2.26,30.78,218,2013-08-23,23/08/2013 a 29/08/2013,Crédito consignado INSS,Pré-fixado
