posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO CACIQUE S.A.,0.32,3.94,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
2,BCO ALFA S.A.,1.64,21.55,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
3,FINANC ALFA S.A. CFI,1.68,22.17,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
4,BANCOOB,1.71,22.52,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
5,BRB - CFI S/A,1.76,23.29,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
6,BCO BANESTES S.A.,1.76,23.29,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
7,MERCANTIL BRASIL FIN S.A. CFI,1.77,23.48,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
8,CAIXA ECONOMICA FEDERAL,1.77,23.5,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
9,BCO BARIGUI INV FIN S/A,1.8,23.83,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
10,BCO BRADESCO S.A.,1.81,23.94,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
11,KIRTON BANK,1.81,24.05,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
12,PARANA BCO S.A.,1.84,24.48,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
13,BCO MERCANTIL DO BRASIL S.A.,1.84,24.49,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
14,BCO SANTANDER (BRASIL) S.A.,1.87,24.96,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
15,BCO SAFRA S.A.,1.9,25.39,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
16,BCO ARBI S.A.,1.92,25.6,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
17,BCO DO BRASIL S.A.,1.93,25.73,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
18,BRB - BCO DE BRASILIA S.A.,1.97,26.38,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
19,SANTINVEST S.A. - CFI,1.99,26.62,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
20,BANCO ITAÚ CONSIGNADO S.A.,2.01,26.98,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
21,BCO CCB BRASIL S.A.,2.02,27.16,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
22,BCO BRADESCO FINANC. S.A.,2.04,27.39,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
23,BANCO PAN,2.1,28.25,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
24,BCO CETELEM S.A.,2.12,28.58,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
25,BCO DO ESTADO DO RS S.A.,2.12,28.65,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
26,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.13,28.74,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
27,BANCO INTER,2.15,29.04,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
28,BCO VOTORANTIM S.A.,2.18,29.59,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
29,BV FINANCEIRA S.A. CFI,2.2,29.81,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
30,BCO DO EST. DO PA S.A.,2.22,30.17,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
31,BCO BS2 S.A.,2.22,30.21,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
32,BCO BMG S.A.,2.25,30.57,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
33,BCO DAYCOVAL S.A,2.3,31.37,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
34,ITAÚ UNIBANCO BM S.A.,2.32,31.7,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
35,BCO DO EST. DE SE S.A.,2.36,32.24,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
36,BCO INDUSTRIAL DO BRASIL S.A.,2.53,34.93,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
37,CCB BRASIL S.A. - CFI,2.61,36.15,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
38,SOCINAL S.A. CFI,3.53,51.71,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
39,PORTOCRED S.A. - CFI,5.08,81.25,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
40,FACTA S.A. CFI,5.8,96.69,220,2015-09-01,01/09/2015 a 08/09/2015,Crédito pessoal consignado público,Pré-fixado
