posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCO INTER,1.62,21.26,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
2,CCB BRASIL S.A. - CFI,1.66,21.8,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
3,FINANC ALFA S.A. CFI,1.71,22.54,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
4,BCO DO ESTADO DO RS S.A.,1.74,22.92,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
5,BANCOOB,1.76,23.24,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
6,BRB - BCO DE BRASILIA S.A.,1.82,24.19,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
7,BCO DA AMAZONIA S.A.,1.83,24.3,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
8,BCO DAYCOVAL S.A,1.84,24.51,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
9,BCO SAFRA S.A.,1.89,25.25,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
10,BCO BARIGUI INV FIN S/A,1.92,25.62,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
11,BANCO ITAÚ CONSIGNADO S.A.,1.92,25.65,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
12,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.94,25.96,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
13,BCO DO BRASIL S.A.,1.95,26.07,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
14,BCO CETELEM S.A.,1.97,26.4,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
15,PARANA BCO S.A.,1.97,26.4,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
16,CREDIARE CFI S.A.,1.98,26.52,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
17,BCO SANTANDER (BRASIL) S.A.,1.98,26.53,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
18,BANCO PAN,1.99,26.73,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
19,BCO BRADESCO S.A.,2.01,26.98,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
20,BCO BANESTES S.A.,2.02,27.11,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
21,CAIXA ECONOMICA FEDERAL,2.02,27.11,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
22,ITAÚ UNIBANCO BM S.A.,2.02,27.16,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
23,GAZINCRED S.A. SCFI,2.03,27.22,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
24,BCO BMG S.A.,2.03,27.26,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.05,27.53,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
26,BCO MERCANTIL DO BRASIL S.A.,2.07,27.91,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
27,BCO VOTORANTIM S.A.,2.08,27.95,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
28,MERCANTIL BRASIL FIN S.A. CFI,2.08,28.0,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
29,BANCO CBSS,2.08,28.05,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
30,BCO DO EST. DE SE S.A.,2.09,28.14,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
31,FACTA S.A. CFI,2.11,28.51,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
32,BCO AGIBANK S.A.,2.12,28.59,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
33,BCO DO NORDESTE DO BRASIL S.A.,2.12,28.68,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
34,PARATI - CFI S.A.,2.17,29.32,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
35,VIA CERTA FINANCIADORA S.A. - CFI,2.2,29.87,218,2018-05-10,10/05/2018 a 16/05/2018,Crédito consignado INSS,Pré-fixado
