posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.58,20.71,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.66,21.78,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
3,BANCOOB,1.67,21.92,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
4,BCO BANESTES S.A.,1.74,23.03,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
5,CAIXA ECONOMICA FEDERAL,1.76,23.27,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
6,BRB - CFI S/A,1.76,23.33,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
7,MERCANTIL BRASIL FIN S.A. CFI,1.78,23.57,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
8,BCO BRADESCO S.A.,1.79,23.78,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
9,KIRTON BANK,1.82,24.1,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
10,BCO BARIGUI INV FIN S/A,1.82,24.1,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
11,BCO MERCANTIL DO BRASIL S.A.,1.82,24.14,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
12,PARANA BCO S.A.,1.84,24.51,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
13,BCO SANTANDER (BRASIL) S.A.,1.86,24.77,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
14,BCO ARBI S.A.,1.9,25.27,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
15,BCO SAFRA S.A.,1.9,25.28,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
16,SANTINVEST S.A. - CFI,1.94,25.95,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
17,BCO DO BRASIL S.A.,1.96,26.24,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
18,BRB - BCO DE BRASILIA S.A.,1.97,26.35,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
19,BCO BRADESCO FINANC. S.A.,2.03,27.25,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
20,BANCO ITAÚ CONSIGNADO S.A.,2.04,27.45,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
21,BCO VOTORANTIM S.A.,2.07,27.86,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
22,BCO CCB BRASIL S.A.,2.08,27.94,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
23,BANCO PAN,2.11,28.46,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
24,BCO DO ESTADO DO RS S.A.,2.12,28.56,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
25,BCO CETELEM S.A.,2.12,28.57,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
26,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,2.13,28.71,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
27,BANCO INTER,2.14,28.87,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
28,BCO DO EST. DO PA S.A.,2.18,29.57,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
29,BV FINANCEIRA S.A. CFI,2.2,29.86,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
30,BCO BS2 S.A.,2.21,29.94,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
31,BCO DAYCOVAL S.A,2.3,31.42,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
32,ITAÚ UNIBANCO BM S.A.,2.32,31.66,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
33,BCO INDUSTRIAL DO BRASIL S.A.,2.45,33.73,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
34,CCB BRASIL S.A. - CFI,2.64,36.67,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
35,SOCINAL S.A. CFI,3.54,51.73,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
36,PORTOCRED S.A. - CFI,5.06,80.78,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
37,FACTA S.A. CFI,5.71,94.63,220,2015-08-27,27/08/2015 a 02/09/2015,Crédito pessoal consignado público,Pré-fixado
