posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO ALFA S.A.,1.51,19.76,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.56,20.35,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
3,CAIXA ECONOMICA FEDERAL,1.6,20.97,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
4,BCO SANTANDER (BRASIL) S.A.,1.65,21.67,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
5,BCO BANESTES S.A.,1.65,21.76,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
6,KIRTON BANK,1.68,22.2,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
7,BRB - CFI S/A,1.69,22.28,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
8,BCO SAFRA S.A.,1.7,22.48,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
9,BCO DO BRASIL S.A.,1.72,22.74,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
10,BANCOOB,1.73,22.88,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
11,BCO BRADESCO S.A.,1.74,22.94,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
12,BCO ARBI S.A.,1.75,23.14,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
13,SANTINVEST S.A. - CFI,1.78,23.53,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
14,BCO MERCANTIL DO BRASIL S.A.,1.78,23.56,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
15,MERCANTIL BRASIL FIN S.A. CFI,1.83,24.34,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
16,BCO BARIGUI INV FIN S/A,1.84,24.49,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
17,BCO DO ESTADO DO RS S.A.,1.85,24.65,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
18,BANCO CIFRA,1.89,25.25,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
19,BV FINANCEIRA S.A. CFI,1.95,26.1,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
20,BRB - BCO DE BRASILIA S.A.,1.96,26.24,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
21,BCO CCB BRASIL S.A.,1.97,26.32,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
22,BCO DO EST. DO PA S.A.,1.99,26.66,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
23,ITAÚ UNIBANCO BM S.A.,1.99,26.69,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
24,BANCO PAN,2.0,26.8,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.02,27.15,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
26,BCO VOTORANTIM S.A.,2.08,28.07,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
27,BANCO ITAÚ CONSIGNADO S.A.,2.09,28.13,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
28,BCO CETELEM S.A.,2.1,28.33,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
29,BCO DO EST. DE SE S.A.,2.13,28.7,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
30,BIORC FINANCEIRA - CFI S.A.,2.13,28.71,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
31,BCO DAYCOVAL S.A,2.13,28.78,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
32,BCO BMG S.A.,2.23,30.34,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
33,CCB BRASIL S.A. - CFI,2.35,32.09,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
34,BCO BS2 S.A.,2.35,32.14,220,2014-05-06,06/05/2014 a 12/05/2014,Crédito pessoal consignado público,Pré-fixado
