posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BANCO INTER,1.67,22.01,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
2,CCB BRASIL S.A. - CFI,1.69,22.28,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
3,FINANC ALFA S.A. CFI,1.71,22.62,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
4,BRB - BCO DE BRASILIA S.A.,1.75,23.11,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
5,BCO DO ESTADO DO RS S.A.,1.8,23.83,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
6,BANCOOB,1.8,23.86,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
7,BCO SAFRA S.A.,1.9,25.27,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
8,BCO DAYCOVAL S.A,1.9,25.4,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
9,BCO INDUSTRIAL DO BRASIL S.A.,1.95,26.03,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
10,BCO DO BRASIL S.A.,1.95,26.09,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
11,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.97,26.3,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
12,BCO BARIGUI INV FIN S/A,1.97,26.44,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
13,BCO SANTANDER (BRASIL) S.A.,1.99,26.6,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
14,CREDIARE CFI S.A.,1.99,26.63,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
15,GAZINCRED S.A. SCFI,1.99,26.72,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
16,BCO CETELEM S.A.,2.0,26.75,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
17,BANCO ITAÚ CONSIGNADO S.A.,2.0,26.77,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
18,PARANA BCO S.A.,2.01,26.98,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
19,CAIXA ECONOMICA FEDERAL,2.02,27.1,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
20,BCO BRADESCO S.A.,2.02,27.11,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
21,BANCO PAN,2.05,27.5,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
22,BCO BANESTES S.A.,2.06,27.68,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
23,BCO BMG S.A.,2.07,27.83,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
24,ITAÚ UNIBANCO BM S.A.,2.07,27.87,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
25,BCO MERCANTIL DO BRASIL S.A.,2.07,27.9,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
26,BCO BRADESCO FINANC. S.A.,2.08,28.0,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
27,BCO DO EST. DE SE S.A.,2.08,28.03,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
28,BANCO CBSS,2.09,28.11,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
29,BCO VOTORANTIM S.A.,2.09,28.11,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
30,MERCANTIL BRASIL FIN S.A. CFI,2.11,28.44,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
31,FACTA S.A. CFI,2.11,28.52,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
32,VIA CERTA FINANCIADORA S.A. - CFI,2.11,28.54,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
33,BCO AGIBANK S.A.,2.12,28.6,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
34,PARATI - CFI S.A.,2.12,28.63,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
35,BCO DO NORDESTE DO BRASIL S.A.,2.14,28.91,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
36,BCO DA AMAZONIA S.A.,2.18,29.51,218,2018-04-26,26/04/2018 a 03/05/2018,Crédito consignado INSS,Pré-fixado
