posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,BCO DO ESTADO DO RS S.A.,1.33,17.22,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
2,FINANC ALFA S.A. CFI,1.45,18.86,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
3,BCO ALFA S.A.,1.47,19.2,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
4,BCO BANESTES S.A.,1.53,20.01,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
5,BRB - CFI S/A,1.56,20.37,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
6,CAIXA ECONOMICA FEDERAL,1.6,20.95,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
7,BCO SAFRA S.A.,1.69,22.23,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
8,BCO SANTANDER (BRASIL) S.A.,1.74,22.94,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
9,BRB - BCO DE BRASILIA S.A.,1.75,23.17,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
10,LECCA CFI S.A.,1.76,23.25,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
11,BCO BARIGUI INV FIN S/A,1.77,23.4,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
12,BCO DO EST. DO PA S.A.,1.78,23.64,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
13,BANCOOB,1.84,24.4,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
14,BCO DO BRASIL S.A.,1.84,24.47,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
15,KIRTON BANK,1.85,24.58,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
16,BCO MERCANTIL DO BRASIL S.A.,1.91,25.43,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
17,ITAÚ UNIBANCO BM S.A.,1.92,25.66,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
18,BCO CETELEM S.A.,1.92,25.67,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
19,SANTINVEST S.A. - CFI,1.93,25.82,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
20,PARANA BCO S.A.,1.95,26.08,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
21,BCO CRUZEIRO DO SUL S.A.,1.95,26.1,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
22,BCO BRADESCO S.A.,2.03,27.2,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
23,BCO ARBI S.A.,2.03,27.28,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
24,BCO BRADESCO FINANC. S.A.,2.09,28.18,220,2012-06-11,11/06/2012 a 15/06/2012,Crédito pessoal consignado público,Pré-fixado
