posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,CAIXA ECONOMICA FEDERAL,1.7,22.39,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
2,BANCOOB,1.73,22.78,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
3,BCO SAFRA S.A.,1.82,24.14,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
4,BCO DO BRASIL S.A.,1.87,24.9,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
5,BCO BARIGUI INV FIN S/A,1.87,24.92,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
6,CREDIARE CFI S.A.,1.91,25.47,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
7,BCO DO ESTADO DO RS S.A.,1.91,25.48,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
8,LECCA CFI S.A.,1.92,25.65,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
9,BANCO CREDICARD,1.94,25.96,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
10,BRB - BCO DE BRASILIA S.A.,1.94,25.97,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
11,BANCO INTER,1.97,26.34,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
12,BANCO BRADESCARD,1.97,26.41,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
13,CCB BRASIL S.A. - CFI,2.01,26.94,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
14,PARANA BCO S.A.,2.01,26.99,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
15,GAZINCRED S.A. SCFI,2.02,27.06,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
16,BCO CETELEM S.A.,2.05,27.51,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
17,BCO DO NORDESTE DO BRASIL S.A.,2.05,27.53,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
18,KIRTON BANK,2.05,27.63,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
19,BCO SANTANDER (BRASIL) S.A.,2.06,27.72,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
20,BCO VOTORANTIM S.A.,2.06,27.79,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
21,BCO BRADESCO S.A.,2.06,27.79,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
22,BANCO PAN,2.07,27.87,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
23,BCV,2.1,28.28,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
24,BCO MERCANTIL DO BRASIL S.A.,2.1,28.36,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
25,BCO BRADESCO FINANC. S.A.,2.11,28.4,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
26,BANCO CIFRA,2.11,28.41,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
27,BCO DAYCOVAL S.A,2.11,28.48,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
28,BCO BMG S.A.,2.11,28.53,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
29,BANCO ITAÚ CONSIGNADO S.A.,2.12,28.58,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
30,ITAÚ UNIBANCO BM S.A.,2.12,28.59,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
31,BCO CACIQUE S.A.,2.12,28.6,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
32,BCO BS2 S.A.,2.12,28.64,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
33,MERCANTIL BRASIL FIN S.A. CFI,2.16,29.23,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
34,FACTA S.A. CFI,2.17,29.32,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
35,BCO INDUSTRIAL DO BRASIL S.A.,2.2,29.76,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
36,PARATI - CFI S.A.,2.22,30.09,218,2013-12-18,18/12/2013 a 24/12/2013,Crédito consignado INSS,Pré-fixado
