posicao,instituicao,taxa_am,taxa_aa,codigo_modalidade,periodo_inicial,periodo_semana,modalidade,tipo_encargo
1,FINANC ALFA S.A. CFI,1.73,22.8,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
2,BANCOOB,1.78,23.63,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
3,BRB - BCO DE BRASILIA S.A.,1.79,23.78,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
4,CCB BRASIL S.A. - CFI,1.82,24.14,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
5,BCO DO ESTADO DO RS S.A.,1.84,24.44,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
6,BCO SANTANDER (BRASIL) S.A.,1.88,24.99,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
7,BCO INDUSTRIAL DO BRASIL S.A.,1.91,25.51,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
8,BANCO BRADESCARD,1.92,25.7,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
9,BCO SAFRA S.A.,1.93,25.72,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
10,BCO DO BRASIL S.A.,1.96,26.23,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
11,BCO DAYCOVAL S.A,1.96,26.29,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
12,BCO OLÉ BONSUCESSO CONSIGNADO S.A.,1.98,26.51,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
13,CREDIARE CFI S.A.,1.99,26.68,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
14,BANCO ITAÚ CONSIGNADO S.A.,2.0,26.8,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
15,GAZINCRED S.A. SCFI,2.01,27.02,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
16,BCO BMG S.A.,2.02,27.08,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
17,BCO CETELEM S.A.,2.03,27.2,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
18,BCO BRADESCO S.A.,2.03,27.21,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
19,PARANA BCO S.A.,2.03,27.25,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
20,BCO BARIGUI INV FIN S/A,2.03,27.29,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
21,BCO BANESTES S.A.,2.03,27.33,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
22,BANCO PAN,2.04,27.37,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
23,BCO MERCANTIL DO BRASIL S.A.,2.06,27.76,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
24,BCO VOTORANTIM S.A.,2.06,27.79,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
25,BCO DO EST. DE SE S.A.,2.08,27.99,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
26,BANCO CBSS,2.08,28.06,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
27,CAIXA ECONOMICA FEDERAL,2.08,28.08,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
28,ITAÚ UNIBANCO BM S.A.,2.09,28.2,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
29,FACTA S.A. CFI,2.11,28.49,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
30,MERCANTIL BRASIL FIN S.A. CFI,2.11,28.52,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
31,VIA CERTA FINANCIADORA S.A. - CFI,2.11,28.54,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
32,BCO BRADESCO FINANC. S.A.,2.12,28.57,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
33,BCO AGIBANK S.A.,2.12,28.59,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
34,BCO DO EST. DO PA S.A.,2.12,28.61,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
35,PARATI - CFI S.A.,2.12,28.63,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
36,BCO DO NORDESTE DO BRASIL S.A.,2.14,28.95,218,2018-01-30,30/01/2018 a 05/02/2018,Crédito consignado INSS,Pré-fixado
